id,name,unit_price,category,img_url,create_at
131452931,牛肉麻酱拌乌冬,27,11,http://fuss10.elemecdn.com/1/be/0485108d19e92fb2c4cf1bac39e31jpeg.jpeg,1542809126
131452911,高汤乌冬面,26,11,http://fuss10.elemecdn.com/5/8e/2e33e192280582c9b57330a4ebc12jpeg.jpeg,1542809126
131452909,牛肉乌冬面,25,11,http://fuss10.elemecdn.com/6/a6/216d82550152ee2b853f37dc3b53cjpeg.jpeg,1542809126
131452926,麻辣乌冬面,25,11,http://fuss10.elemecdn.com/c/21/c8819e347f9aaafbc5b01861eb7fejpeg.jpeg,1542809126
131452923,酸汤肥牛乌冬面,24,11,http://fuss10.elemecdn.com/c/a5/c2d84ce8ab90059812515d43f26e8jpeg.jpeg,1542809126
131452928,鲜蔬乌冬面,23,11,http://fuss10.elemecdn.com/e/0a/a060165f5314bbc137551844f54fajpeg.jpeg,1542809126
131452907,清汤乌冬面,15,11,http://fuss10.elemecdn.com/3/f9/956fcc80d259502d77c9133d7dfe6jpeg.jpeg,1542809126
131452904,猪软骨番茄饭,30,13,http://fuss10.elemecdn.com/6/97/2b03a55b3977e60eae713a9b11920jpeg.jpeg,1542809126
131452901,日式牛肉饭,25,12,http://fuss10.elemecdn.com/c/7c/cc490b2245292270125648df98778jpeg.jpeg,1542809126
131452905,牛肉番茄饭,25,12,http://fuss10.elemecdn.com/4/39/2cef843d882730d9ecfb88d613324jpeg.jpeg,1542809126
131452906,麻辣番茄饭,23,12,http://fuss10.elemecdn.com/7/bf/496d9e1bc42a60299db086026b7adjpeg.jpeg,1542809126
131452902,咖喱饭,23,14,http://fuss10.elemecdn.com/1/ad/8d9d1a6cc7f4a5ef01e8ed3d29d2cjpeg.jpeg,1542809126
131452920,和风咖喱乌冬面,23,13,http://fuss10.elemecdn.com/e/8f/42e043bc1a14fab8d06745fb93a20jpeg.jpeg,1542809126
965980227,咖喱猪排饭,32,13,http://fuss10.elemecdn.com/d/64/86beed0253b6fc00119f192a70776png.jpeg,1542809126
965957712,日式肥牛咖喱饭,35,13,http://fuss10.elemecdn.com/e/7f/1eb3f6ac5be697692d1056055d829png.jpeg,1542809126
